Employee_Number,Age,CF_age_band,Department,Education,Education_Field,Employee_Count,Gender,Job_Role,Marital_Status,Attrition,CF_attrition_label,Monthly_Income,Performance_Rating,Years_Since_Last_Promotion,Years_With_Curr_Manager,Environment_Satisfaction,Job_Involvement,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Monthly_Rate,Total_Working_Years,Years_At_Company,Years_In_Current_Role
1778,43,35 - 44,HR,Bachelor's Degree,Life Sciences,1,Male,Human Resources,Single,0,Current Employees,3539,3,1,8,2,3,4,2,3,5033,10,9,7
1779,34,25 - 34,Sales,Associates Degree,Life Sciences,1,Female,Sales Executive,Single,0,Current Employees,6029,3,2,2,4,1,4,1,3,25353,6,2,2
1780,21,Under 25,Sales,High School,Marketing,1,Male,Sales Representative,Single,1,Ex-Employees,2679,3,1,0,2,3,2,2,3,4567,1,1,0
1782,38,35 - 44,R&D,Associates Degree,Other,1,Female,Laboratory Technician,Married,0,Current Employees,3702,3,0,4,4,2,3,2,3,16376,5,5,4
1783,22,Under 25,R&D,High School,Medical,1,Female,Laboratory Technician,Married,1,Ex-Employees,2398,3,0,0,3,3,1,3,3,15999,1,1,0
1784,31,25 - 34,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5468,3,5,7,1,2,4,1,3,13402,13,12,7
1786,51,45 - 54,R&D,Bachelor's Degree,Technical Degree,1,Female,Manager,Married,0,Current Employees,13116,3,2,2,1,3,3,4,3,22984,15,2,2
1787,37,35 - 44,Sales,Associates Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,4189,3,0,3,2,2,2,1,3,8800,5,5,2
1789,46,45 - 54,R&D,Master's Degree,Medical,1,Male,Research Director,Divorced,0,Current Employees,19328,3,2,2,3,3,4,3,3,14218,24,2,1
1790,36,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,8321,3,5,7,4,3,1,4,3,25949,15,12,8
1792,44,35 - 44,R&D,Associates Degree,Medical,1,Male,Research Scientist,Divorced,1,Ex-Employees,2342,3,2,3,3,3,2,3,2,11092,6,5,3
1794,37,35 - 44,HR,Associates Degree,Other,1,Male,Human Resources,Divorced,0,Current Employees,4071,3,4,7,3,3,2,3,2,12832,19,10,0
1797,35,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Single,1,Ex-Employees,5813,3,7,7,3,3,4,4,3,13492,10,10,7
1798,33,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,3143,3,7,6,4,4,1,2,3,6076,14,10,8
1799,28,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2044,3,0,3,3,3,4,3,4,5531,5,5,3
1800,39,35 - 44,R&D,High School,Medical,1,Male,Research Director,Single,0,Current Employees,13464,4,2,2,3,3,3,3,3,7914,9,4,3
1801,46,45 - 54,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Single,0,Current Employees,7991,3,2,2,2,2,2,3,3,25166,6,2,2
1802,40,35 - 44,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Married,0,Current Employees,3377,3,0,2,3,3,1,4,2,25605,7,4,3
1803,42,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Married,0,Current Employees,5538,3,0,0,2,4,1,3,2,5696,10,0,0
1804,35,35 - 44,R&D,Associates Degree,Medical,1,Male,Manufacturing Director,Divorced,0,Current Employees,5762,3,1,7,2,3,4,3,3,24442,15,7,7
1805,38,35 - 44,HR,Bachelor's Degree,Human Resources,1,Male,Human Resources,Divorced,0,Current Employees,2592,3,3,8,1,3,2,4,3,7129,13,11,10
1807,34,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,1,Ex-Employees,5346,3,0,7,4,3,1,3,2,6208,11,7,1
1809,37,35 - 44,R&D,Master's Degree,Medical,1,Male,Manufacturing Director,Single,1,Ex-Employees,4213,3,0,8,4,3,1,2,1,4992,10,10,3
1812,39,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Divorced,0,Current Employees,4127,3,2,2,3,3,4,4,3,19188,7,2,1
1813,43,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,2438,3,1,2,1,3,3,3,2,24978,7,3,2
1814,41,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Single,0,Current Employees,6870,3,1,2,2,4,2,1,1,15530,11,3,2
1815,41,35 - 44,Sales,High School,Marketing,1,Female,Sales Executive,Divorced,0,Current Employees,10447,3,13,5,3,3,3,4,4,26458,23,22,14
1816,30,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Manufacturing Director,Single,0,Current Employees,9667,3,0,2,1,3,3,2,3,2739,9,7,7
1818,26,25 - 34,HR,Associates Degree,Medical,1,Female,Human Resources,Married,1,Ex-Employees,2148,3,1,4,4,3,2,3,3,6889,6,5,1
1821,46,45 - 54,R&D,Associates Degree,Medical,1,Female,Healthcare Representative,Married,1,Ex-Employees,8926,4,3,7,4,3,2,4,4,10842,13,9,7
1822,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Healthcare Representative,Divorced,0,Current Employees,6513,3,0,3,3,3,4,4,3,9060,12,5,3
1823,34,25 - 34,Sales,Associates Degree,Technical Degree,1,Male,Sales Executive,Married,0,Current Employees,6799,4,4,8,2,4,3,3,3,22128,10,10,8
1824,58,Over 55,Sales,Bachelor's Degree,Medical,1,Male,Manager,Divorced,0,Current Employees,16291,4,14,14,2,3,2,4,2,22577,37,16,9
1826,35,35 - 44,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2705,3,0,3,2,1,3,2,4,9696,6,5,4
1827,47,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Female,Manufacturing Director,Divorced,0,Current Employees,10333,3,14,10,3,2,2,3,3,19271,28,22,11
1829,40,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Female,Healthcare Representative,Divorced,0,Current Employees,4448,3,7,7,2,3,1,2,3,10748,15,7,4
1830,54,45 - 54,R&D,Master's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,6854,3,1,7,4,3,4,2,2,15696,14,7,1
1833,31,25 - 34,Sales,Master's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,9637,3,2,2,1,3,1,4,3,8277,9,3,2
1834,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Married,0,Current Employees,3591,4,1,2,3,3,1,3,3,12719,3,3,2
1835,38,35 - 44,Sales,Master's Degree,Marketing,1,Female,Sales Representative,Married,0,Current Employees,5405,4,0,3,2,1,4,1,2,4244,20,4,2
1836,26,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Executive,Single,0,Current Employees,4684,3,1,2,3,3,4,1,3,9125,5,5,3
1837,58,Over 55,R&D,Master's Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,15787,3,2,2,1,3,3,2,3,21624,23,2,2
1839,18,Under 25,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Single,0,Current Employees,1514,3,0,0,2,3,3,3,1,8018,0,0,0
1842,31,25 - 34,HR,Doctoral Degree,Human Resources,1,Male,Human Resources,Married,1,Ex-Employees,2956,3,0,0,4,4,1,3,3,21495,2,1,0
1844,29,25 - 34,HR,Bachelor's Degree,Human Resources,1,Male,Human Resources,Divorced,1,Ex-Employees,2335,3,2,0,1,2,1,4,3,3157,4,2,2
1845,45,45 - 54,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,5154,4,5,7,3,3,3,2,4,19665,10,8,7
1847,36,35 - 44,R&D,Master's Degree,Other,1,Female,Research Scientist,Married,0,Current Employees,6962,4,0,0,4,3,2,4,3,19573,15,1,0
1849,43,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,5675,4,7,7,1,3,4,3,3,19246,7,7,7
1850,27,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,2379,3,0,2,4,3,4,3,2,19826,6,5,4
1852,29,25 - 34,R&D,High School,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,3812,3,3,10,4,3,4,2,4,7003,11,11,8
1853,32,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,4648,3,0,0,4,3,4,3,4,26075,4,0,0
1854,42,35 - 44,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,2936,4,3,3,3,3,3,2,2,6161,10,6,3
1856,47,45 - 54,R&D,Master's Degree,Life Sciences,1,Female,Laboratory Technician,Single,0,Current Employees,2105,3,2,0,2,3,3,3,3,5411,7,2,2
1857,46,45 - 54,R&D,Associates Degree,Life Sciences,1,Male,Manufacturing Director,Divorced,0,Current Employees,8578,3,4,7,4,3,4,3,2,19989,12,9,8
1858,28,25 - 34,HR,Associates Degree,Life Sciences,1,Male,Human Resources,Divorced,0,Current Employees,2706,3,2,2,3,3,4,2,3,10494,3,3,2
1859,29,25 - 34,R&D,High School,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,6384,3,1,6,4,1,3,4,3,21143,11,7,0
1860,42,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,3968,3,0,0,4,3,3,4,3,13624,8,0,0
1862,32,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,1,Ex-Employees,9907,3,2,2,3,2,2,3,2,26186,7,2,2
1863,46,45 - 54,Sales,Bachelor's Degree,Technical Degree,1,Female,Sales Executive,Divorced,0,Current Employees,13225,3,2,8,1,4,1,4,3,7739,25,19,17
1864,27,25 - 34,Sales,High School,Medical,1,Female,Sales Representative,Married,0,Current Employees,3540,4,5,8,2,2,3,4,3,7018,9,9,8
1865,29,25 - 34,HR,High School,Medical,1,Male,Human Resources,Married,0,Current Employees,2804,3,0,0,4,2,2,4,3,15434,1,1,0
1866,43,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Manager,Married,0,Current Employees,19392,3,6,14,1,2,3,4,3,22539,21,16,12
1867,48,45 - 54,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Director,Married,0,Current Employees,19665,3,12,9,4,2,2,4,3,13583,29,22,10
1868,29,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Single,1,Ex-Employees,2439,4,1,0,4,2,4,2,2,14753,1,1,0
1869,46,45 - 54,Sales,Bachelor's Degree,Life Sciences,1,Female,Sales Executive,Married,1,Ex-Employees,7314,4,0,7,3,3,2,3,3,14011,14,8,7
1870,27,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,4774,3,7,3,4,2,1,4,2,23844,8,7,6
1871,39,35 - 44,R&D,Master's Degree,Other,1,Male,Research Scientist,Divorced,0,Current Employees,3902,3,2,2,4,3,4,2,3,5141,7,2,2
1873,55,Over 55,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,2662,4,0,4,2,2,4,2,4,7975,19,5,2
1875,28,25 - 34,Sales,Bachelor's Degree,Medical,1,Female,Sales Representative,Married,0,Current Employees,2856,3,0,0,2,3,2,4,3,3692,1,1,0
1876,30,25 - 34,Sales,Bachelor's Degree,Medical,1,Male,Sales Representative,Single,1,Ex-Employees,1081,3,0,0,2,3,4,3,2,16019,1,1,0
1878,22,Under 25,R&D,High School,Life Sciences,1,Male,Research Scientist,Single,1,Ex-Employees,2472,4,0,0,4,3,2,1,3,26092,1,1,0
1880,36,35 - 44,Sales,Master's Degree,Technical Degree,1,Female,Sales Executive,Married,0,Current Employees,5673,3,1,7,2,2,3,1,3,6060,10,10,9
1881,31,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Divorced,0,Current Employees,4197,3,0,2,2,3,3,1,3,18624,10,10,8
1882,34,25 - 34,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,9713,3,1,0,3,3,4,4,3,24444,9,5,3
1883,29,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Laboratory Technician,Single,0,Current Employees,2062,3,1,2,4,3,1,2,3,19384,11,3,2
1885,37,35 - 44,R&D,Master's Degree,Medical,1,Male,Research Scientist,Married,0,Current Employees,4284,4,0,4,4,3,1,3,3,13588,16,5,3
1886,35,35 - 44,R&D,Associates Degree,Other,1,Female,Manufacturing Director,Married,0,Current Employees,4788,3,0,2,4,2,2,4,3,25388,4,3,2
1888,45,45 - 54,R&D,Associates Degree,Life Sciences,1,Female,Manufacturing Director,Married,0,Current Employees,5906,3,3,8,2,2,4,4,2,23888,10,9,8
1890,36,35 - 44,HR,High School,Human Resources,1,Male,Human Resources,Single,0,Current Employees,3886,4,0,8,2,2,4,4,2,4223,10,10,1
1892,40,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Manager,Divorced,0,Current Employees,16823,3,11,16,1,3,1,1,3,18991,22,19,7
1893,26,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2933,3,1,0,2,2,3,3,2,14908,1,1,0
1898,27,25 - 34,Sales,Associates Degree,Medical,1,Female,Sales Executive,Single,0,Current Employees,6500,3,0,7,1,4,3,2,2,26997,9,8,7
1900,48,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Manager,Divorced,0,Current Employees,17174,3,4,7,4,3,4,2,3,2437,24,22,17
1903,44,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,5033,3,2,2,2,4,1,4,3,9364,10,2,0
1905,34,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,1,Ex-Employees,2307,4,3,0,4,1,1,2,3,14460,5,5,2
1907,56,Over 55,R&D,Associates Degree,Life Sciences,1,Male,Laboratory Technician,Single,1,Ex-Employees,2587,3,1,0,1,3,4,4,3,10261,5,4,2
1908,36,35 - 44,Sales,Associates Degree,Marketing,1,Male,Sales Executive,Married,0,Current Employees,5507,3,1,3,3,2,2,3,1,16822,12,4,2
1909,41,35 - 44,Sales,Bachelor's Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,4393,4,1,4,3,3,2,3,3,26841,14,5,4
1911,42,35 - 44,R&D,Bachelor's Degree,Medical,1,Male,Research Director,Married,0,Current Employees,13348,3,5,7,3,3,1,2,4,14842,18,13,7
1912,31,25 - 34,Sales,Associates Degree,Medical,1,Female,Sales Executive,Divorced,0,Current Employees,6583,3,1,4,3,3,4,4,3,20115,8,5,2
1915,34,25 - 34,Sales,High School,Medical,1,Female,Sales Executive,Married,0,Current Employees,8103,3,0,1,4,2,4,3,2,16495,9,4,2
1916,31,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,3978,3,2,2,1,4,3,2,2,16031,4,2,2
1918,26,25 - 34,R&D,Bachelor's Degree,Other,1,Male,Laboratory Technician,Married,0,Current Employees,2544,3,7,7,3,4,4,1,3,7102,8,7,7
1922,45,45 - 54,R&D,Master's Degree,Medical,1,Male,Healthcare Representative,Single,0,Current Employees,5399,3,0,3,2,3,3,3,3,14511,12,4,2
1924,33,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,5487,3,0,9,2,3,3,2,2,10410,10,10,4
1927,28,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,6834,3,0,7,3,2,4,3,3,19255,7,7,7
1928,29,25 - 34,Sales,Bachelor's Degree,Technical Degree,1,Male,Sales Representative,Single,1,Ex-Employees,1091,3,0,0,3,4,1,4,3,10642,1,1,0
1929,39,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,5736,3,1,2,1,1,3,3,3,3987,10,3,2
1931,27,25 - 34,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,2226,3,1,2,2,3,2,3,2,6073,6,5,3
1932,34,25 - 34,R&D,Master's Degree,Other,1,Male,Research Scientist,Married,0,Current Employees,5747,3,6,11,3,2,4,2,3,26496,16,15,10
1933,28,25 - 34,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Single,1,Ex-Employees,9854,3,2,2,4,3,3,4,3,23352,6,2,0
1934,47,45 - 54,R&D,Master's Degree,Technical Degree,1,Male,Research Scientist,Married,0,Current Employees,5467,3,1,7,3,3,2,3,4,2125,16,8,7
1935,56,Over 55,Sales,Doctoral Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5380,3,0,0,4,2,1,3,3,20328,6,0,0
1936,39,35 - 44,R&D,Associates Degree,Medical,1,Male,Manufacturing Director,Married,0,Current Employees,5151,4,7,9,1,3,1,4,3,12315,10,10,0
1937,38,35 - 44,R&D,Bachelor's Degree,Medical,1,Female,Research Scientist,Divorced,0,Current Employees,2133,3,0,7,4,2,2,3,3,18115,20,20,11
1938,58,Over 55,Sales,Bachelor's Degree,Life Sciences,1,Female,Manager,Married,0,Current Employees,17875,3,0,0,4,3,4,3,2,11761,29,1,0
1939,32,25 - 34,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Single,1,Ex-Employees,2432,3,0,3,1,4,3,1,3,15318,8,4,1
1940,38,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,4771,3,0,3,2,3,4,4,4,14293,10,5,2
1941,49,45 - 54,R&D,High School,Life Sciences,1,Male,Research Director,Married,0,Current Employees,19161,3,4,3,2,3,4,4,3,13738,28,5,4
1943,42,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Divorced,0,Current Employees,5087,3,0,0,2,3,4,3,3,2900,14,0,0
1944,27,25 - 34,HR,Bachelor's Degree,Human Resources,1,Female,Human Resources,Married,1,Ex-Employees,2863,3,0,0,1,2,2,1,3,19555,1,1,0
1945,35,35 - 44,Sales,Master's Degree,Medical,1,Male,Sales Executive,Married,0,Current Employees,5561,3,0,4,2,3,1,4,1,15975,6,5,3
1947,28,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,2144,3,1,4,3,3,3,3,2,2122,5,5,3
1948,31,25 - 34,R&D,Associates Degree,Medical,1,Male,Research Scientist,Divorced,0,Current Employees,3065,3,2,3,3,3,1,4,4,3995,4,4,2
1949,36,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Laboratory Technician,Married,0,Current Employees,2810,4,0,2,1,4,2,2,3,9238,5,5,4
1950,34,25 - 34,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,9888,4,2,1,1,3,4,1,2,6770,14,14,8
1951,34,25 - 34,Sales,Master's Degree,Medical,1,Male,Sales Executive,Divorced,0,Current Employees,8628,3,1,1,4,3,3,3,2,22914,9,8,7
1952,26,25 - 34,R&D,Bachelor's Degree,Medical,1,Male,Laboratory Technician,Single,0,Current Employees,2867,3,7,6,3,3,1,4,2,20006,8,7,7
1954,29,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,5373,3,0,2,1,3,1,1,2,6225,6,5,3
1955,32,25 - 34,R&D,Master's Degree,Medical,1,Female,Healthcare Representative,Divorced,0,Current Employees,6667,3,1,2,3,3,4,2,3,16542,9,5,1
1956,31,25 - 34,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,5003,4,8,7,4,1,1,2,3,5771,10,10,8
1960,28,25 - 34,R&D,Bachelor's Degree,Technical Degree,1,Male,Laboratory Technician,Divorced,1,Ex-Employees,2367,3,0,3,3,2,4,1,2,18779,6,4,1
1961,38,35 - 44,Sales,Bachelor's Degree,Life Sciences,1,Male,Sales Representative,Single,0,Current Employees,2858,3,0,0,1,2,1,1,2,11473,20,1,0
1962,35,35 - 44,Sales,Master's Degree,Life Sciences,1,Female,Sales Executive,Married,0,Current Employees,5204,3,0,9,3,3,4,4,3,13586,10,10,8
1965,27,25 - 34,Sales,Bachelor's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,4105,3,0,7,4,3,4,1,3,5099,7,7,7
1966,32,25 - 34,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Single,0,Current Employees,9679,4,0,0,4,2,4,2,3,10138,8,1,0
1967,31,25 - 34,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Married,1,Ex-Employees,5617,3,0,8,1,3,4,3,3,21075,10,10,7
1968,53,45 - 54,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Single,1,Ex-Employees,10448,3,2,2,1,3,1,2,2,5843,15,2,2
1969,54,45 - 54,R&D,Associates Degree,Life Sciences,1,Female,Research Scientist,Married,0,Current Employees,2897,3,2,3,1,3,3,3,2,22474,9,4,3
1970,33,25 - 34,R&D,Associates Degree,Life Sciences,1,Male,Healthcare Representative,Divorced,0,Current Employees,5968,4,2,8,4,3,3,3,3,18079,9,9,7
1971,43,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Healthcare Representative,Married,0,Current Employees,7510,3,0,9,1,3,3,2,3,16873,10,10,9
1972,38,35 - 44,HR,Master's Degree,Other,1,Male,Human Resources,Married,0,Current Employees,2991,3,1,2,4,3,2,2,3,5224,7,6,2
1973,55,Over 55,HR,Master's Degree,Human Resources,1,Male,Manager,Married,0,Current Employees,19636,3,1,4,3,4,2,1,3,25811,35,10,9
1974,31,25 - 34,R&D,High School,Medical,1,Female,Laboratory Technician,Divorced,0,Current Employees,1129,3,0,0,4,1,4,3,3,17536,1,1,0
1975,39,35 - 44,Sales,Master's Degree,Marketing,1,Male,Sales Executive,Single,0,Current Employees,13341,3,11,10,2,3,1,1,3,25098,21,20,8
1976,42,35 - 44,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,4332,3,3,7,4,2,3,4,3,14811,20,20,9
1979,31,25 - 34,R&D,Bachelor's Degree,Medical,1,Female,Research Director,Married,0,Current Employees,11031,4,4,8,3,3,3,3,4,26862,13,11,7
1980,54,45 - 54,R&D,Bachelor's Degree,Medical,1,Female,Manufacturing Director,Single,0,Current Employees,4440,3,1,4,3,3,1,4,3,25198,9,5,2
1981,24,Under 25,R&D,Associates Degree,Life Sciences,1,Male,Healthcare Representative,Single,0,Current Employees,4617,3,1,2,2,2,3,2,2,14120,4,4,3
1982,23,Under 25,R&D,Associates Degree,Other,1,Male,Laboratory Technician,Single,0,Current Employees,2647,3,1,4,4,3,4,3,4,13672,5,5,2
1985,40,35 - 44,R&D,Bachelor's Degree,Technical Degree,1,Female,Laboratory Technician,Married,0,Current Employees,6323,3,9,4,4,3,3,1,4,26849,10,10,9
1986,40,35 - 44,Sales,Associates Degree,Marketing,1,Female,Sales Executive,Married,0,Current Employees,5677,3,5,10,2,3,2,3,3,4258,15,11,8
1987,25,25 - 34,HR,Bachelor's Degree,Human Resources,1,Female,Human Resources,Married,0,Current Employees,2187,3,1,2,3,3,2,3,3,19655,6,2,0
1989,30,25 - 34,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,3748,3,1,7,4,3,2,3,2,4077,12,12,8
1992,25,25 - 34,R&D,High School,Other,1,Male,Laboratory Technician,Divorced,0,Current Employees,3977,3,0,2,4,3,3,3,2,7298,7,2,2
1993,47,45 - 54,R&D,Bachelor's Degree,Medical,1,Male,Healthcare Representative,Single,0,Current Employees,8633,4,12,11,1,3,3,2,3,13084,25,17,14
1994,33,25 - 34,R&D,Associates Degree,Medical,1,Male,Laboratory Technician,Divorced,0,Current Employees,2008,3,0,0,2,2,3,3,2,20439,1,1,1
1995,38,35 - 44,Sales,Master's Degree,Life Sciences,1,Male,Sales Executive,Married,0,Current Employees,4440,3,5,8,4,3,2,1,3,7636,16,15,13
1996,31,25 - 34,Sales,Associates Degree,Life Sciences,1,Male,Sales Representative,Married,0,Current Employees,3067,3,1,2,1,3,3,3,3,6393,3,2,2
1997,38,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Manufacturing Director,Married,0,Current Employees,5321,3,7,7,1,2,3,4,3,14284,10,8,3
1998,42,35 - 44,R&D,Master's Degree,Life Sciences,1,Male,Research Scientist,Divorced,0,Current Employees,5410,3,1,2,4,3,1,3,2,11189,9,4,3
1999,41,35 - 44,R&D,Bachelor's Degree,Life Sciences,1,Male,Research Scientist,Married,0,Current Employees,2782,4,1,0,4,3,4,1,3,21412,12,5,3
2000,47,45 - 54,R&D,High School,Medical,1,Female,Research Director,Married,0,Current Employees,11957,3,5,12,3,3,2,1,1,17231,14,13,8
2003,35,35 - 44,R&D,Master's Degree,Medical,1,Male,Laboratory Technician,Married,0,Current Employees,2660,3,2,2,4,3,3,3,3,20232,5,2,2
2007,22,Under 25,R&D,Associates Degree,Life Sciences,1,Male,Research Scientist,Single,0,Current Employees,3375,3,1,2,4,3,3,4,4,17624,4,3,2
2008,35,35 - 44,R&D,Master's Degree,Medical,1,Male,Research Scientist,Single,0,Current Employees,5098,3,0,8,2,3,3,2,3,18698,10,10,7
2009,33,25 - 34,R&D,Associates Degree,Medical,1,Female,Healthcare Representative,Married,0,Current Employees,4878,3,8,1,2,3,4,1,3,21653,10,9,7
